Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year
450,39,Product 306,235,Thane West,8,1880,Maharashtra,2015
451,39,Product 107,114,Thane West,2,228,Maharashtra,2015
452,39,Product 31,110,Thane West,4,440,Maharashtra,2015
453,39,Product 442,185,Thane West,6,1110,Maharashtra,2015
454,39,Product 41,192,Thane West,6,1152,Maharashtra,2015
455,39,Product 49,207,Thane West,10,2070,Maharashtra,2015
456,39,Product 381,282,Thane West,10,2820,Maharashtra,2015
457,39,Product 236,65,Thane West,8,520,Maharashtra,2015
458,39,Product 196,215,Thane West,10,2150,Maharashtra,2015
459,40,Product 15,137,Bhopal,8,1096,Chattisgarh,2015
460,40,Product 131,85,Bhopal,5,425,Chattisgarh,2015
461,40,Product 127,179,Bhopal,4,716,Chattisgarh,2015
462,40,Product 250,150,Bhopal,3,450,Chattisgarh,2015
463,40,Product 485,271,Bhopal,3,813,Chattisgarh,2015
464,40,Product 231,108,Bhopal,10,1080,Chattisgarh,2015
465,40,Product 298,153,Bhopal,1,153,Chattisgarh,2015
466,40,Product 359,154,Bhopal,6,924,Chattisgarh,2015
467,40,Product 173,123,Bhopal,7,861,Chattisgarh,2015
468,40,Product 32,192,Bhopal,5,960,Chattisgarh,2015
469,41,Product 381,282,Lucknow,2,564,Uttar Pradesh,2015
470,41,Product 368,236,Lucknow,1,236,Uttar Pradesh,2015
471,41,Product 145,108,Lucknow,1,108,Uttar Pradesh,2015
472,41,Product 35,50,Lucknow,7,350,Uttar Pradesh,2015
473,41,Product 461,87,Lucknow,8,696,Uttar Pradesh,2015
474,41,Product 174,51,Lucknow,6,306,Uttar Pradesh,2015
475,41,Product 374,274,Lucknow,3,822,Uttar Pradesh,2015
476,41,Product 36,214,Lucknow,9,1926,Uttar Pradesh,2015
477,41,Product 344,119,Lucknow,7,833,Uttar Pradesh,2015
478,42,Product 399,103,Vasai,9,927,Maharashtra,2015
479,42,Product 200,155,Vasai,6,930,Maharashtra,2015
480,42,Product 275,52,Vasai,9,468,Maharashtra,2015
481,42,Product 167,232,Vasai,7,1624,Maharashtra,2015
482,42,Product 460,76,Vasai,6,456,Maharashtra,2015
483,42,Product 203,289,Vasai,1,289,Maharashtra,2015
484,42,Product 80,245,Vasai,3,735,Maharashtra,2015
485,42,Product 446,97,Vasai,10,970,Maharashtra,2015
486,42,Product 93,174,Vasai,2,348,Maharashtra,2015
487,42,Product 309,195,Vasai,4,780,Maharashtra,2015
488,43,Product 67,55,Noida,2,110,Uttar Pradesh,2015
489,43,Product 221,121,Noida,5,605,Uttar Pradesh,2015
490,43,Product 166,79,Noida,8,632,Uttar Pradesh,2015
491,43,Product 443,148,Noida,1,148,Uttar Pradesh,2015
492,43,Product 313,163,Noida,5,815,Uttar Pradesh,2015
493,43,Product 437,269,Noida,3,807,Uttar Pradesh,2015
494,43,Product 84,190,Noida,6,1140,Uttar Pradesh,2015
495,43,Product 16,199,Noida,4,796,Uttar Pradesh,2015
496,43,Product 494,50,Noida,10,500,Uttar Pradesh,2015
497,43,Product 125,65,Noida,4,260,Uttar Pradesh,2015
498,43,Product 485,271,Noida,5,1355,Uttar Pradesh,2015
499,43,Product 405,226,Noida,8,1808,Uttar Pradesh,2015
500,44,Product 376,90,Noida,2,180,Uttar Pradesh,2015
501,44,Product 107,114,Noida,9,1026,Uttar Pradesh,2015
502,44,Product 258,90,Noida,4,360,Uttar Pradesh,2015
503,44,Product 193,145,Noida,1,145,Uttar Pradesh,2015
504,44,Product 352,228,Noida,6,1368,Uttar Pradesh,2015
505,44,Product 52,295,Noida,7,2065,Uttar Pradesh,2015
506,44,Product 147,243,Noida,9,2187,Uttar Pradesh,2015
507,44,Product 477,71,Noida,4,284,Uttar Pradesh,2015
508,44,Product 486,105,Noida,4,420,Uttar Pradesh,2015
509,44,Product 221,121,Noida,8,968,Uttar Pradesh,2015
510,44,Product 341,294,Noida,9,2646,Uttar Pradesh,2015
511,44,Product 226,213,Noida,5,1065,Uttar Pradesh,2015
512,45,Product 171,117,Balewadi,10,1170,Maharashtra,2015
513,45,Product 369,218,Balewadi,7,1526,Maharashtra,2015
514,45,Product 43,116,Balewadi,1,116,Maharashtra,2015
515,45,Product 164,122,Balewadi,7,854,Maharashtra,2015
516,45,Product 268,261,Balewadi,2,522,Maharashtra,2015
517,45,Product 194,78,Balewadi,7,546,Maharashtra,2015
518,45,Product 476,96,Balewadi,7,672,Maharashtra,2015
519,45,Product 333,267,Balewadi,10,2670,Maharashtra,2015
520,45,Product 303,220,Balewadi,2,440,Maharashtra,2015
521,45,Product 475,273,Balewadi,8,2184,Maharashtra,2015
522,45,Product 236,65,Balewadi,6,390,Maharashtra,2015
523,45,Product 12,68,Balewadi,4,272,Maharashtra,2015
524,46,Product 410,254,Dombivali ( West ),5,1270,Maharashtra,2015
525,46,Product 249,135,Dombivali ( West ),6,810,Maharashtra,2015
526,46,Product 490,224,Dombivali ( West ),1,224,Maharashtra,2015
527,46,Product 284,75,Dombivali ( West ),2,150,Maharashtra,2015
528,46,Product 424,68,Dombivali ( West ),5,340,Maharashtra,2015
529,46,Product 460,76,Dombivali ( West ),3,228,Maharashtra,2015
530,46,Product 412,121,Dombivali ( West ),7,847,Maharashtra,2015
531,46,Product 154,145,Dombivali ( West ),2,290,Maharashtra,2015
532,46,Product 388,242,Dombivali ( West ),10,2420,Maharashtra,2015
533,46,Product 58,142,Dombivali ( West ),3,426,Maharashtra,2015
534,46,Product 204,112,Dombivali ( West ),8,896,Maharashtra,2015
535,46,Product 473,236,Dombivali ( West ),9,2124,Maharashtra,2015
536,46,Product 486,105,Dombivali ( West ),4,420,Maharashtra,2015
537,46,Product 17,185,Dombivali ( West ),9,1665,Maharashtra,2015
538,46,Product 49,207,Dombivali ( West ),10,2070,Maharashtra,2015
539,46,Product 173,123,Dombivali ( West ),3,369,Maharashtra,2015
540,46,Product 411,233,Dombivali ( West ),9,2097,Maharashtra,2015
541,47,Product 156,287,Maligaon,4,1148,Assam,2015
542,47,Product 369,218,Maligaon,8,1744,Assam,2015
543,47,Product 138,258,Maligaon,8,2064,Assam,2015
544,47,Product 188,262,Maligaon,8,2096,Assam,2015
545,47,Product 169,113,Maligaon,2,226,Assam,2015
546,47,Product 106,166,Maligaon,1,166,Assam,2015
547,47,Product 232,242,Maligaon,7,1694,Assam,2015
548,47,Product 351,261,Maligaon,2,522,Assam,2015
549,47,Product 270,162,Maligaon,1,162,Assam,2015
550,47,Product 36,214,Maligaon,9,1926,Assam,2015
551,47,Product 203,289,Maligaon,10,2890,Assam,2015
552,48,Product 469,183,Mysore,1,183,Karnataka,2015
553,48,Product 229,214,Mysore,5,1070,Karnataka,2015
554,48,Product 332,210,Mysore,8,1680,Karnataka,2015
555,48,Product 247,111,Mysore,7,777,Karnataka,2015
556,48,Product 79,95,Mysore,5,475,Karnataka,2015
557,48,Product 160,287,Mysore,5,1435,Karnataka,2015
558,48,Product 111,231,Mysore,9,2079,Karnataka,2015
559,48,Product 465,147,Mysore,8,1176,Karnataka,2015
560,48,Product 72,219,Mysore,8,1752,Karnataka,2015
561,48,Product 128,261,Mysore,8,2088,Karnataka,2015
562,48,Product 116,199,Mysore,3,597,Karnataka,2015
563,48,Product 178,163,Mysore,1,163,Karnataka,2015
564,48,Product 21,298,Mysore,7,2086,Karnataka,2015
565,48,Product 93,174,Mysore,6,1044,Karnataka,2015
566,48,Product 431,256,Mysore,9,2304,Karnataka,2015
567,49,Product 222,174,Vashi,4,696,Maharashtra,2015
568,49,Product 386,127,Vashi,1,127,Maharashtra,2015
569,49,Product 83,90,Vashi,8,720,Maharashtra,2015
570,49,Product 418,275,Vashi,8,2200,Maharashtra,2015
571,49,Product 86,274,Vashi,1,274,Maharashtra,2015
572,49,Product 386,127,Vashi,6,762,Maharashtra,2015
573,49,Product 216,242,Vashi,3,726,Maharashtra,2015
574,49,Product 325,61,Vashi,10,610,Maharashtra,2015
575,49,Product 395,179,Vashi,7,1253,Maharashtra,2015
576,49,Product 415,293,Vashi,6,1758,Maharashtra,2015
577,49,Product 369,218,Vashi,5,1090,Maharashtra,2015
578,49,Product 485,271,Vashi,6,1626,Maharashtra,2015
579,49,Product 377,119,Vashi,4,476,Maharashtra,2015
580,50,Product 392,50,VADODARA,5,250,Gujarat,2015
581,50,Product 17,185,VADODARA,6,1110,Gujarat,2015
582,50,Product 485,271,VADODARA,9,2439,Gujarat,2015
583,50,Product 220,94,VADODARA,2,188,Gujarat,2015
584,50,Product 87,134,VADODARA,9,1206,Gujarat,2015
585,50,Product 86,274,VADODARA,9,2466,Gujarat,2015
586,50,Product 457,181,VADODARA,2,362,Gujarat,2015
587,50,Product 374,274,VADODARA,4,1096,Gujarat,2015
588,50,Product 345,135,VADODARA,1,135,Gujarat,2015
589,50,Product 146,71,VADODARA,9,639,Gujarat,2015
590,50,Product 70,90,VADODARA,6,540,Gujarat,2015
591,50,Product 432,120,VADODARA,3,360,Gujarat,2015
592,50,Product 204,112,VADODARA,7,784,Gujarat,2015
593,50,Product 83,90,VADODARA,9,810,Gujarat,2015
594,50,Product 236,65,VADODARA,6,390,Gujarat,2015
595,50,Product 303,220,VADODARA,7,1540,Gujarat,2015
596,51,Product 77,97,RATNAGIRI,2,194,Maharashtra,2015
597,51,Product 206,85,RATNAGIRI,3,255,Maharashtra,2015
598,51,Product 180,264,RATNAGIRI,2,528,Maharashtra,2015
599,51,Product 178,163,RATNAGIRI,8,1304,Maharashtra,2015
600,51,Product 250,150,RATNAGIRI,5,750,Maharashtra,2015
601,51,Product 226,213,RATNAGIRI,9,1917,Maharashtra,2015
602,51,Product 121,194,RATNAGIRI,1,194,Maharashtra,2015
603,51,Product 313,163,RATNAGIRI,10,1630,Maharashtra,2015
604,51,Product 480,69,RATNAGIRI,10,690,Maharashtra,2015
605,51,Product 337,126,RATNAGIRI,10,1260,Maharashtra,2015
606,51,Product 173,123,RATNAGIRI,4,492,Maharashtra,2015
607,51,Product 93,174,RATNAGIRI,5,870,Maharashtra,2015
608,52,Product 360,233,howrah,5,1165,West Bengal,2015
609,52,Product 104,202,howrah,2,404,West Bengal,2015
610,52,Product 102,283,howrah,2,566,West Bengal,2015
611,52,Product 69,215,howrah,4,860,West Bengal,2015
612,52,Product 100,220,howrah,8,1760,West Bengal,2015
613,52,Product 428,218,howrah,10,2180,West Bengal,2015
614,52,Product 160,287,howrah,2,574,West Bengal,2015
615,52,Product 38,297,howrah,5,1485,West Bengal,2015
616,52,Product 138,258,howrah,3,774,West Bengal,2015
617,52,Product 36,214,howrah,8,1712,West Bengal,2015
618,52,Product 245,199,howrah,8,1592,West Bengal,2015
619,53,Product 378,98,Gandhidham,6,588,Tamil Nadu,2015
620,53,Product 160,287,Gandhidham,8,2296,Tamil Nadu,2015
621,53,Product 115,280,Gandhidham,1,280,Tamil Nadu,2015
622,53,Product 408,228,Gandhidham,2,456,Tamil Nadu,2015
623,53,Product 88,145,Gandhidham,6,870,Tamil Nadu,2015
624,53,Product 179,270,Gandhidham,3,810,Tamil Nadu,2015
625,53,Product 307,202,Gandhidham,6,1212,Tamil Nadu,2015
626,53,Product 263,91,Gandhidham,4,364,Tamil Nadu,2015
627,53,Product 317,178,Gandhidham,8,1424,Tamil Nadu,2015
628,53,Product 486,105,Gandhidham,4,420,Tamil Nadu,2015
629,53,Product 474,123,Gandhidham,4,492,Tamil Nadu,2015
630,53,Product 93,174,Gandhidham,5,870,Tamil Nadu,2015
631,53,Product 328,249,Gandhidham,2,498,Tamil Nadu,2015
632,54,Product 25,91,KOLHAPUR,6,546,Maharashtra,2015
633,54,Product 348,280,KOLHAPUR,6,1680,Maharashtra,2015
634,54,Product 404,242,KOLHAPUR,2,484,Maharashtra,2015
635,54,Product 135,214,KOLHAPUR,3,642,Maharashtra,2015
636,54,Product 205,149,KOLHAPUR,6,894,Maharashtra,2015
637,54,Product 256,260,KOLHAPUR,8,2080,Maharashtra,2015
638,54,Product 82,185,KOLHAPUR,5,925,Maharashtra,2015
639,54,Product 59,241,KOLHAPUR,4,964,Maharashtra,2015
640,54,Product 112,108,KOLHAPUR,1,108,Maharashtra,2015
641,54,Product 108,129,KOLHAPUR,9,1161,Maharashtra,2015
642,54,Product 387,273,KOLHAPUR,4,1092,Maharashtra,2015
643,54,Product 156,287,KOLHAPUR,3,861,Maharashtra,2015
644,54,Product 271,277,KOLHAPUR,7,1939,Maharashtra,2015
645,54,Product 254,57,KOLHAPUR,7,399,Maharashtra,2015
646,54,Product 485,271,KOLHAPUR,6,1626,Maharashtra,2015
647,54,Product 41,192,KOLHAPUR,2,384,Maharashtra,2015
648,55,Product 307,202,Rahatani,8,1616,Maharashtra,2015
649,55,Product 278,251,Rahatani,5,1255,Maharashtra,2015
650,55,Product 207,197,Rahatani,10,1970,Maharashtra,2015
651,55,Product 229,214,Rahatani,1,214,Maharashtra,2015
652,55,Product 305,277,Rahatani,7,1939,Maharashtra,2015
653,55,Product 263,91,Rahatani,7,637,Maharashtra,2015
654,55,Product 454,267,Rahatani,1,267,Maharashtra,2015
655,55,Product 235,299,Rahatani,9,2691,Maharashtra,2015
656,55,Product 452,99,Rahatani,6,594,Maharashtra,2015
657,55,Product 440,113,Rahatani,8,904,Maharashtra,2015
658,55,Product 485,271,Rahatani,1,271,Maharashtra,2015
659,55,Product 464,154,Rahatani,10,1540,Maharashtra,2015
660,55,Product 485,271,Rahatani,6,1626,Maharashtra,2015
661,55,Product 51,136,Rahatani,3,408,Maharashtra,2015
662,55,Product 172,289,Rahatani,10,2890,Maharashtra,2015
663,55,Product 280,73,Rahatani,10,730,Maharashtra,2015
664,55,Product 341,294,Rahatani,7,2058,Maharashtra,2015
665,55,Product 89,206,Rahatani,3,618,Maharashtra,2015
666,56,Product 335,230,Wakad road,6,1380,Maharashtra,2015
667,56,Product 450,69,Wakad road,1,69,Maharashtra,2015
668,56,Product 500,251,Wakad road,6,1506,Maharashtra,2015
669,56,Product 49,207,Wakad road,10,2070,Maharashtra,2015
670,56,Product 413,252,Wakad road,5,1260,Maharashtra,2015
671,56,Product 206,85,Wakad road,9,765,Maharashtra,2015
672,56,Product 460,76,Wakad road,4,304,Maharashtra,2015
673,56,Product 162,266,Wakad road,6,1596,Maharashtra,2015
674,56,Product 486,105,Wakad road,8,840,Maharashtra,2015
675,56,Product 30,204,Wakad road,7,1428,Maharashtra,2015
676,56,Product 387,273,Wakad road,9,2457,Maharashtra,2015
677,56,Product 100,220,Wakad road,8,1760,Maharashtra,2015
678,56,Product 236,65,Wakad road,8,520,Maharashtra,2015
679,56,Product 266,224,Wakad road,7,1568,Maharashtra,2015
680,57,Product 118,83,Jaipur,7,581,Rajashthan,2015
681,57,Product 382,103,Jaipur,8,824,Rajashthan,2015
682,57,Product 192,161,Jaipur,5,805,Rajashthan,2015
683,57,Product 431,256,Jaipur,8,2048,Rajashthan,2015
684,57,Product 276,84,Jaipur,3,252,Rajashthan,2015
685,57,Product 217,68,Jaipur,9,612,Rajashthan,2015
686,57,Product 389,172,Jaipur,2,344,Rajashthan,2015
687,57,Product 409,293,Jaipur,2,586,Rajashthan,2015
688,57,Product 227,180,Jaipur,4,720,Rajashthan,2015
689,57,Product 272,271,Jaipur,8,2168,Rajashthan,2015
690,57,Product 216,242,Jaipur,8,1936,Rajashthan,2015
691,57,Product 173,123,Jaipur,8,984,Rajashthan,2015
692,57,Product 311,84,Jaipur,5,420,Rajashthan,2015
693,58,Product 373,166,Mulund east,7,1162,Maharashtra,2015
694,58,Product 296,218,Mulund east,6,1308,Maharashtra,2015
695,58,Product 227,180,Mulund east,1,180,Maharashtra,2015
696,58,Product 482,120,Mulund east,4,480,Maharashtra,2015
697,58,Product 445,214,Mulund east,6,1284,Maharashtra,2015
698,58,Product 485,271,Mulund east,6,1626,Maharashtra,2015
699,58,Product 260,190,Mulund east,3,570,Maharashtra,2015
700,58,Product 118,83,Mulund east,7,581,Maharashtra,2015
701,58,Product 36,214,Mulund east,9,1926,Maharashtra,2015
702,58,Product 395,179,Mulund east,6,1074,Maharashtra,2015
703,59,Product 166,79,Trichy,6,474,Tamil Nadu,2015
704,59,Product 6,237,Trichy,5,1185,Tamil Nadu,2015
705,59,Product 78,154,Trichy,6,924,Tamil Nadu,2015
706,59,Product 45,119,Trichy,2,238,Tamil Nadu,2015
707,59,Product 457,181,Trichy,2,362,Tamil Nadu,2015
708,59,Product 303,220,Trichy,4,880,Tamil Nadu,2015
709,59,Product 93,174,Trichy,4,696,Tamil Nadu,2015
710,59,Product 485,271,Trichy,5,1355,Kerela,2015
711,60,Product 143,139,Thiruvananthapuram,9,1251,Kerela,2015
712,60,Product 372,91,Thiruvananthapuram,7,637,Kerela,2015
713,60,Product 23,296,Thiruvananthapuram,3,888,Kerela,2015
714,60,Product 402,148,Thiruvananthapuram,8,1184,Kerela,2015
715,60,Product 486,105,Thiruvananthapuram,4,420,Kerela,2015
716,60,Product 29,185,Thiruvananthapuram,5,925,Kerela,2015
717,60,Product 391,234,Thiruvananthapuram,5,1170,Kerela,2015
718,60,Product 410,254,Thiruvananthapuram,6,1524,Kerela,2015
719,60,Product 400,248,Thiruvananthapuram,5,1240,Kerela,2015
720,60,Product 485,271,Thiruvananthapuram,9,2439,Kerela,2015
721,60,Product 367,103,Thiruvananthapuram,5,515,Kerela,2015
722,61,Product 493,137,Pune 07,3,411,Maharashtra,2015
723,61,Product 135,214,Pune 08,3,642,Maharashtra,2015
724,61,Product 52,295,Pune 09,6,1770,Maharashtra,2015
725,61,Product 454,267,Pune 10,8,2136,Maharashtra,2015
726,61,Product 240,69,Pune 11,3,207,Maharashtra,2015
727,61,Product 467,211,Pune 12,7,1477,Maharashtra,2015
728,61,Product 157,244,Pune 13,3,732,Maharashtra,2015
729,61,Product 302,243,Pune 14,9,2187,Maharashtra,2015
730,61,Product 490,224,Pune 15,6,1344,Maharashtra,2015
731,61,Product 194,78,Pune 16,1,78,Maharashtra,2015
732,61,Product 232,242,Pune 17,1,242,Maharashtra,2015
733,61,Product 250,150,Pune 18,1,150,Maharashtra,2015
734,61,Product 212,259,Pune 19,7,1813,Maharashtra,2015
735,61,Product 236,65,Pune 20,5,325,Maharashtra,2015
736,61,Product 296,218,Pune 21,7,1526,Maharashtra,2015
737,62,Product 170,114,THANE,7,798,Maharashtra,2015
738,62,Product 173,123,THANE,1,123,Maharashtra,2015
739,62,Product 369,218,THANE,1,218,Maharashtra,2015
740,62,Product 268,261,THANE,2,522,Maharashtra,2015
741,62,Product 496,194,THANE,3,582,Maharashtra,2015
742,62,Product 380,243,THANE,9,2187,Maharashtra,2015
743,62,Product 173,123,THANE,1,123,Maharashtra,2015
744,62,Product 391,234,THANE,7,1638,Maharashtra,2015
745,63,Product 106,166,Gurgon,5,830,Haryana,2015
746,63,Product 479,68,Gurgon,3,204,Haryana,2015
747,63,Product 286,160,Gurgon,6,960,Haryana,2015
748,63,Product 461,87,Gurgon,5,435,Haryana,2015
749,63,Product 166,79,Gurgon,10,790,Haryana,2015
750,63,Product 125,65,Gurgon,6,390,Haryana,2015
751,63,Product 40,62,Gurgon,1,62,Haryana,2015
752,63,Product 28,76,Gurgon,10,760,Haryana,2015
753,63,Product 397,255,Gurgon,7,1785,Haryana,2015
754,63,Product 440,113,Gurgon,5,565,Haryana,2015
755,63,Product 46,136,Gurgon,8,1088,Haryana,2015
756,63,Product 36,214,Gurgon,5,1070,Haryana,2015
757,63,Product 449,157,Gurgon,8,1256,Haryana,2015
758,64,Product 65,191,Aundh,1,191,Maharashtra,2015
759,64,Product 146,71,Aundh,10,710,Maharashtra,2015
760,64,Product 494,50,Aundh,2,100,Maharashtra,2015
761,64,Product 5,95,Aundh,3,285,Maharashtra,2015
762,64,Product 398,266,Aundh,4,1064,Maharashtra,2015
763,64,Product 462,58,Aundh,2,116,Maharashtra,2015
764,64,Product 379,251,Aundh,5,1255,Maharashtra,2015
765,64,Product 234,232,Aundh,10,2320,Maharashtra,2015
766,64,Product 62,180,Aundh,7,1260,Maharashtra,2015
767,64,Product 93,174,Aundh,5,870,Maharashtra,2015
768,64,Product 230,265,Aundh,6,1590,Maharashtra,2015
769,65,Product 58,142,Chinchwad,10,1420,Maharashtra,2015
770,65,Product 292,93,Chinchwad,10,930,Maharashtra,2015
771,65,Product 20,235,Chinchwad,2,470,Maharashtra,2015
772,65,Product 187,103,Chinchwad,4,412,Maharashtra,2015
773,65,Product 121,194,Chinchwad,2,388,Maharashtra,2015
774,65,Product 220,94,Chinchwad,10,940,Maharashtra,2015
775,65,Product 261,121,Chinchwad,5,605,Maharashtra,2015
776,65,Product 251,210,Chinchwad,5,1050,Maharashtra,2015
777,65,Product 485,271,Chinchwad,10,2710,Maharashtra,2015
778,65,Product 117,52,Chinchwad,7,364,Maharashtra,2015
779,66,Product 83,90,adilabad,8,720,Andhra Pradesh,2015
780,66,Product 114,214,adilabad,3,642,Andhra Pradesh,2015
781,66,Product 51,136,adilabad,1,136,Andhra Pradesh,2015
782,66,Product 338,138,adilabad,10,1380,Andhra Pradesh,2015
783,66,Product 362,104,adilabad,1,104,Andhra Pradesh,2015
784,66,Product 91,57,adilabad,4,228,Andhra Pradesh,2015
785,66,Product 381,282,adilabad,5,1410,Andhra Pradesh,2015
786,66,Product 347,75,adilabad,10,750,Andhra Pradesh,2015
787,66,Product 207,197,adilabad,6,1182,Andhra Pradesh,2015
788,66,Product 75,259,adilabad,4,1036,Andhra Pradesh,2015
789,66,Product 246,131,adilabad,4,524,Andhra Pradesh,2015
790,66,Product 341,294,adilabad,2,588,Andhra Pradesh,2015
791,66,Product 238,153,adilabad,7,1071,Andhra Pradesh,2015
792,67,Product 385,184,Coimbatore,7,1288,Tamil Nadu,2015
793,67,Product 132,160,Coimbatore,2,320,Tamil Nadu,2015
794,67,Product 73,59,Coimbatore,7,413,Tamil Nadu,2015
795,67,Product 118,83,Coimbatore,1,83,Tamil Nadu,2015
796,67,Product 153,183,Coimbatore,1,183,Tamil Nadu,2015
797,67,Product 354,82,Coimbatore,10,820,Tamil Nadu,2015
798,67,Product 480,69,Coimbatore,7,483,Tamil Nadu,2015
799,67,Product 24,84,Coimbatore,5,420,Tamil Nadu,2015
800,67,Product 39,198,Coimbatore,5,990,Tamil Nadu,2015
801,67,Product 236,65,Coimbatore,8,520,Tamil Nadu,2015
802,67,Product 341,294,Coimbatore,9,2646,Tamil Nadu,2015
803,68,Product 270,162,Bengaluru,10,1620,Karnataka,2015
804,68,Product 232,242,Bengaluru,1,242,Karnataka,2015
805,68,Product 126,285,Bengaluru,2,570,Karnataka,2015
806,68,Product 350,206,Bengaluru,3,618,Karnataka,2015
807,68,Product 73,59,Bengaluru,4,236,Karnataka,2015
808,68,Product 299,241,Bengaluru,4,964,Karnataka,2015
809,68,Product 173,123,Bengaluru,3,369,Karnataka,2015
810,68,Product 108,129,Bengaluru,6,774,Karnataka,2015
811,69,Product 159,204,BILASPUR,10,2040,Chattisgarh,2015
812,69,Product 424,68,BILASPUR,5,340,Chattisgarh,2015
813,69,Product 352,228,BILASPUR,9,2052,Chattisgarh,2015
814,69,Product 121,194,BILASPUR,5,970,Chattisgarh,2015
815,69,Product 262,282,BILASPUR,6,1692,Chattisgarh,2015
816,69,Product 83,90,BILASPUR,2,180,Chattisgarh,2015
817,69,Product 237,66,BILASPUR,2,132,Chattisgarh,2015
818,69,Product 441,292,BILASPUR,1,292,Chattisgarh,2015
819,69,Product 413,252,BILASPUR,7,1764,Chattisgarh,2015
820,69,Product 36,214,BILASPUR,3,642,Chattisgarh,2015
821,69,Product 212,259,BILASPUR,1,259,Chattisgarh,2015
822,70,Product 298,153,Wakad,7,1071,Maharashtra,2015
823,70,Product 393,206,Wakad,1,206,Maharashtra,2015
